sequence_a	sequence_b	rnadist	software
AY173953.1_1437-1488	AF457053.1_1284-1335	0	carna
AF442570.1_57-170	AJ291719.1_695-813	66	carna
AF386040.1_65-148	AY275555.1_65-148	0	carna
M10329.1_1-108	X52527.1_306-408	18	carna
AY371135.1_1275-1326	U92049.1_1281-1332	0	carna
M27961.1_79-196	X02128.1_24-139	57	carna
X15928.1_1-160	Z11883.1_361-516	35	carna
M59313.1_33-146	U52223.1_8-121	4	carna
BX293564.5_124345-124291	AY525071.1_3980-4030	0	carna
L28887.1_483-581	U81460.1_412-510	10	carna
AE005314.1_4287-4216	M68929.1_152677-152605	5	carna
L28905.1_463-561	U24467.1_452-550	0	carna
X15246.1_11-127	V00646.1_1-107	28	carna
AF499637.1_391-642	AY167103.1_375-626	81	carna
AL049837.4_130674-130738	AY119185.1_838-902	21	carna
Z84273.1_1-250	AF041329.1_1-267	276	carna
X15118.1_1470-1542	X01738.1_122-190	18	carna
AY232748.1_1-354	AF021904.1_1-190	9	carna
M73474.1_3-54	AY206661.1_1311-1362	0	carna
AF385934.1_2111-2162	AY181083.1_46-97	0	carna
AL928834.15_122517-122464	AC139110.4_26593-26647	0	carna
X04465.1_48845-48932	M86497.1_1-66	18	carna
AF286247.1_173-290	AF443114.1_69-186	83	carna
D45870.1_1-238	AF021904.1_1-190	47	carna
AF048712.1_1102-1215	U75448.1_1122-1235	0	carna
X01557.1_3-118	X01620.1_1-118	4	carna
D49774.1_1041-1076	AF207754.1_9306-9342	0	carna
Z36521.1_1-205	AY344032.1_1-165	112	carna
AY282066.1_891-942	AY165212.1_37-88	0	carna
AB044041.1_65-148	AY134924.1_65-148	30	carna
AE007285.1_6659-6583	X63625.1_1815-1875	8	carna
AF125213.1_1282-1213	X17318.1_109-39	0	carna
D16618.1_3-309	AF207767.1_1-379	74	carna
J00309.1_356-427	AC006635.2_21711-21640	6	carna
AY047308.1_457-513	AF457080.1_8764-8818	4	carna
AJ293865.1_1428-1479	AY518998.1_46-97	0	carna
U14766.1_1-239	AY344035.1_1-165	44	carna
Z77084.1_2-197	L27874.1_1-231	114	carna
X00996.1_1-119	X15180.1_3-118	5	carna
M24578.1_1373-1445	X12631.1_11945-12013	4	carna
AL139074.2_44743-44859	X52050.1_1-119	20	carna
X55342.1_30-101	X61068.1_1281-1353	0	carna
AF411964.1_2087-2138	AF293426.1_1-52	0	carna
Y14459.1_388-637	AJ288062.1_207-458	60	carna
AJ237565.1_2095-2146	AJ271370.1_1656-1707	0	carna
AE001887.1_9104-9203	BX248356.1_232868-232999	91	carna
AJ006287.1_403-486	U29256.1_65-148	22	carna
AJ131592.1_3-116	X03904.1_2-116	11	carna
J00881.1_210-282	M86500.1_1-68	0	carna
AF061642.1_257-340	AF386038.1_65-148	0	carna
AP004826.1_205532-205707	AP004827.1_261938-261763	83	carna
K02688.1_1-115	V01120.1_2-120	7	carna
X59582.1_477-558	M26977.1_557-628	13	carna
AF216796.1_3-205	AJ006313.1_1-205	195	carna
U53656.1_165-216	AJ583741.1_51-102	0	carna
Z50055.1_3-119	X01619.1_1-119	12	carna
U72140.1_317-373	AJ271445.1_453-509	0	carna
L28897.1_465-563	L28870.1_483-581	0	carna
AY070175.1_1-277	AF506631.1_3-236	24	carna
AE017272.1_195611-195716	AE017279.1_252135-252236	4	carna
D00558.1_58-130	AJ011900.1_63-136	0	carna
X15930.1_1-195	X56455.1_161-312	38	carna
AE003437.3_282636-282708	X15901.1_44438-44524	48	carna
AY535780.1_168-219	M73475.1_3-54	0	carna
AF063179.1_458-514	U72089.1_340-396	0	carna
AY519112.1_46-97	L11770.1_1290-1341	0	carna
D00559.1_56-142	J01390.1_11859-11931	41	carna
D37859.1_1040-1076	AB047639.1_9386-9422	0	carna
AF391270.1_1284-1335	AY255816.1_1280-1331	0	carna
AJ293865.1_46-165	AF256205.1_693-809	23	carna
AC144486.2_88766-88821	AB001853.1_106-160	50	carna
AY494950.1_597-710	AF252301.1_1598-1711	2	carna
D85268.1_459-527	AF037042.2_2935-2864	0	carna
BX640439.1_206443-206535	AE016917.1_68424-68339	4	carna
AE015940.1_279870-279682	AE017248.1_199120-198939	24	carna
X00068.1_1-119	M35572.1_1-119	0	carna
AJ577594.1_7312-7433	U57056.1_7280-7400	0	carna
J01395.1_2878-2951	M16863.1_577-660	2	carna
AL445066.1_239884-239777	AP005217.1_259663-259772	27	carna
M16176.1_4-120	D00058.1_1-118	15	carna
AY288893.1_65-148	AY173957.1_219-302	8	carna
K02456.1_141-212	AJ400907.1_3795-3861	0	carna
AL807818.14_154315-154373	AL954371.6_55095-55041	25	carna
AP003007.2_200596-200480	AL445563.1_260054-259948	90	carna
M81884.1_42594-42515	X02205.1_746-816	25	carna
X06054.1_711-637	D00558.1_58-130	32	carna
M18744.1_76-164	J01390.1_11859-11931	31	carna
AL935252.1_202700-202607	AL445064.1_126097-125991	43	carna
U80530.1_411-509	U73092.1_235-333	0	carna
AE014230.1_102-191	AY316746.1_2276-2378	33	carna
D50480.1_9114-9179	AB057607.1_1528-1593	0	carna
Z29261.1_1-303	X13958.1_1-301	13	carna
X54299.1_1793-1866	AJ271079.2_114727-114656	0	carna
AF347015.1_12139-12207	D85289.1_459-527	0	carna
AF067157.1_8896-8952	AY162225.1_9503-9559	0	carna
AY682461.1_1540-1605	AF238486.1_9159-9223	2	carna
M22764.1_167-240	AF070678.1_91-163	0	carna
M10433.1_1-119	M76388.1_6142-6258	14	carna
X04468.1_1-91	M21949.1_1-89	0	carna
AF492624.1_230-313	AF069940.1_65-148	17	carna
AY190422.1_1-181	D89815.1_1-391	92	carna
X53678.1_99-175	U15684.1_123-224	31	carna
M76580.1_4-118	Z11825.1_3-116	6	carna
AJ012132.1_54-126	M22563.1_71-141	1	carna
AE005527.1_84-156	AL596271.1_1843-1770	0	carna
K02229.1_1-83	X70810.2_102843-102771	38	carna
Z50058.1_3-119	X55260.1_3-119	1	carna
X00931.1_3-117	X02236.1_3-119	1	carna
M34769.1_10-105	D13616.1_3-119	1	carna
U16283.1_7297-7417	AY186748.1_7251-7372	0	carna
AL590385.23_27782-27864	M20945.1_1-72	1	carna
AE008762.1_276-203	X04512.1_2563-2632	0	carna
X69660.1_114-186	D13107.1_530-459	0	carna
AE016748.1_54065-53923	AP003362.3_263674-263577	15	carna
AP004595.1_261047-260946	AP001510.1_4530-4629	4	carna
AY451133.1_148-231	AY288869.1_65-148	8	carna
D86068.1_579-677	AF196728.1_602-700	0	carna
X02013.1_1-116	X15329.1_3-123	4	carna
Z79554.1_65-148	AB081216.1_65-148	22	carna
L38330.1_3-288	AF041297.1_1-191	146	carna
X73425.1_2369-2440	AL162971.1_11752-11825	0	carna
X05526.1_2-115	M11537.1_2-117	3	carna
M16531.1_2-121	M16173.1_3-119	5	carna
X00993.1_1-119	D90253.1_251-366	17	carna
AF083069.1_4396-4456	AJ132960.1_4445-4505	0	carna
AF493542.1_2517-2451	AC006449.19_196857-196784	25	carna
AF217311.1_1-256	D29817.1_1-341	70	carna
X51375.1_389-580	AF106845.1_257-451	14	carna
AF156850.1_74-125	AY455779.1_1536-1587	0	carna
X12890.1_2055-2127	X16885.1_553-488	9	carna
L28057.1_1-250	AY190418.1_1-181	121	carna
X55255.1_4-120	M36309.1_1-120	7	carna
AE008762.1_276-203	Z71311.1_286-214	0	carna
X05395.1_122-195	X07925.1_53-125	0	carna
X05535.1_1-118	X05053.1_3-118	5	carna
X00224.1_747-772	X16496.1_545-570	0	carna
X02168.1_63-135	M20972.1_1-72	22	carna
K00784.1_2-107	X07829.1_1-102	8	carna
BX293564.5_22408-22462	AL591676.10_16205-16259	0	carna
AF084803.1_65-148	AY451084.1_147-230	16	carna
X16401.1_1-69	X55514.2_3882-3954	0	carna
AF041299.1_1-191	Z23076.1_1-230	122	carna
D37860.1_1040-1076	AF207756.1_9306-9342	0	carna
AL590385.23_26487-26416	D85271.1_587-657	20	carna
AP004822.1_15949-16047	AP004604.1_167020-166901	3	carna
AY484777.1_1-50	AY037276.1_1287-1338	0	carna
AF286235.1_202-285	AF484519.1_59-142	0	carna
M86760.1_218-371	U09322.1_209-362	2	carna
X00687.1_1-119	D00058.1_1-118	12	carna
X57546.1_2817-2907	X04465.1_117436-117320	46	carna
U81283.1_2-230	L38347.1_1-288	262	carna
X75430.1_2186-2339	D16558.1_2710-2862	90	carna
AE016953.1_48442-48336	BX248358.1_90582-90421	122	carna
AB076245.1_1700-1771	AL132709.5_134553-134482	1	carna
X66437.1_1-83	J04815.1_1662-1729	63	carna
AJ550910.1_282-336	AF170509.1_56-3	0	carna
AF467991.1_42-125	X16888.1_864-793	42	carna
AL132798.2_14445-14516	M18050.1_273-344	18	carna
M36316.1_2-120	M21086.1_8-123	12	carna
X01543.1_1-118	X62861.1_3-124	9	carna
AP004824.1_261550-261653	AE015940.1_18048-17945	8	carna
AF286230.1_201-284	AF418448.1_65-148	0	carna
AF085363.1_4369-4429	D00625.1_4443-4503	0	carna
AL953899.7_43050-43104	AC139110.4_26593-26647	0	carna
X13823.1_142-214	X52392.1_6280-6355	24	carna
AE008848.1_725-797	K01941.1_217-303	24	carna
X72929.1_1233-1258	U37576.1_709-734	0	carna
AE010577.1_3358-3260	AL591980.1_89597-89491	34	carna
M86495.1_1-68	M57698.1_294-367	3	carna
M11545.1_4-118	M32450.1_1-119	7	carna
X02026.1_1-117	X72588.1_6990-7093	40	carna
M23361.1_1-186	Z37973.1_1-173	115	carna
M86495.1_1026-1092	X12631.1_1775-1706	0	carna
D10530.1_1-120	K03169.1_1-118	16	carna
AF000540.1_156-212	AY162225.1_9503-9559	0	carna
AF075160.1_1209-1322	M96747.1_472-585	45	carna
AY147192.1_1892-2005	AF166003.1_1167-1280	39	carna
X67494.1_1-118	K02349.1_1-119	0	carna
L76407.1_391-643	U57056.1_393-644	37	carna
AF072865.1_1887-1947	AF274027.1_835-900	14	carna
X01016.1_450-523	U39708.1_2300-2229	0	carna
D49775.1_983-1033	AF238481.1_9295-9345	0	carna
AF096648.1_517-615	L28895.1_462-560	4	carna
V00160.1_1137-1054	X02205.1_368-453	4	carna
AF217503.1_595-688	AY372453.1_27964-28063	0	carna
AF200843.1_3014-3079	X00432.1_816-751	8	carna
AB031211.1_8065-8137	X01120.1_76-149	1	carna
U81475.1_411-509	L28841.1_453-551	10	carna
X60483.1_941-966	X06641.1_594-619	0	carna
L38341.1_1-288	L34364.1_1-279	93	carna
AF487242.1_558-475	AC009323.4_14362-14281	40	carna
X54299.1_1793-1866	M16912.1_86-157	0	carna
X16886.1_781-711	AC122544.1_63069-62986	2	carna
AJ428514.1_3834-3899	M10217.1_17388-17457	29	carna
AB017063.1_58819-58900	M20964.1_1-88	0	carna
U51756.1_1-224	M74812.1_2-296	111	carna
X13663.1_1-117	X73589.1_1-118	13	carna
AP004597.1_118941-119041	AE007776.1_3380-3272	12	carna
X61068.1_253-364	X55260.1_3-119	8	carna
AF241527.2_359-424	BC003127.1_865-928	16	carna
AE004716.1_11608-11412	AK109157.1_8-245	171	carna
U81474.1_411-509	AF254693.1_538-636	0	carna
AB057690.1_1720-1756	AB049094.1_9322-9358	0	carna
AE017003.1_200929-201167	AF188935.1_65129-65365	35	carna
X01518.1_1-119	M36308.1_1-119	0	carna
AE004237.1_2976-2903	AB031211.1_7799-7884	26	carna
X51447.1_262-364	X07829.1_1-102	0	carna
J05395.1_2325-2252	X03602.1_660-731	0	carna
D29818.1_1-341	D31721.1_1-255	24	carna
AF272626.1_2982-3085	K03169.1_1-118	50	carna
M86501.1_1-68	AE008731.1_705-777	1	carna
D00063.1_1-121	AJ131601.1_3-115	17	carna
AF457071.1_59-142	AB042474.1_65-148	0	carna
D89936.1_1231-1150	X74126.1_2430-2501	35	carna
X01002.1_1-119	X08003.1_3-119	6	carna
X51398.1_2-75	M68929.1_32684-32756	3	carna
AJ006323.1_1-251	U14770.1_1-239	106	carna
AB115518.1_65-148	AF030954.1_65-148	0	carna
AY055165.1_298-549	AJ295190.1_353-605	52	carna
AY463235.1_304-387	AF490973.1_65-148	0	carna
AY181067.1_27-78	AF024119.1_120-171	0	carna
AF061640.1_256-339	Z79546.1_65-148	0	carna
AB035922.1_6128-6200	X51423.1_1802-1874	0	carna
AF377959.1_59-142	AF491246.1_65-148	1	carna
M93388.1_1318-1384	D13102.1_342-269	1	carna
U51756.1_1-224	U14762.1_1-239	86	carna
BX005334.9_52316-52370	AB001861.1_133-186	56	carna
AF511948.1_9323-9358	D14310.1_1043-1079	0	carna
M25321.1_478-410	X04465.1_90332-90261	0	carna
X15901.1_15784-15867	AF083212.1_212-284	18	carna
U51283.1_364-419	AB097868.1_9497-9553	0	carna
AC008443.10_9027-8955	X60981.1_3182-3253	0	carna
V00711.1_3842-3772	X00181.1_495-582	22	carna
AY288898.1_65-148	AF042106.1_656-739	0	carna
X69327.1_1-196	X56322.1_513-709	4	carna
X54552.1_167-241	M22656.1_459-528	4	carna
D84262.1_9347-9382	AF009070.1_31-67	4	carna
X55523.1_17-90	M68929.1_79613-79540	17	carna
AP004595.1_126926-127031	AP001518.1_137068-136956	16	carna
AL583923.1_215513-215333	AE010499.1_5969-5796	139	carna
AY037275.1_1275-1326	AY358058.1_1284-1335	0	carna
AB001488.1_62222-62293	X05226.1_35-116	2	carna
AB044047.1_65-148	AY288840.1_65-148	13	carna
Y08501.2_169475-169584	X04465.1_71857-71924	34	carna
U10409.1_2025-2178	U09322.1_209-362	0	carna
AF071855.1_254-326	X03602.1_660-731	60	carna
AE016763.1_55154-55058	BX640423.1_313922-313811	26	carna
AF443087.1_69-186	AF442569.1_60-176	90	carna
Y00159.1_2-117	M35568.1_2-115	10	carna
M34759.1_7-109	X02631.1_2-115	36	carna
X17622.1_2129-2242	X17621.1_1700-1813	4	carna
U80515.1_396-494	AF110966.1_68-166	14	carna
AF024076.1_111-162	AF024429.1_30-81	0	carna
BX005479.5_109708-109654	BX664748.7_61234-61180	0	carna
AF326149.1_55-138	AF538306.1_853-936	4	carna
AF075701.1_175-258	Z97086.1_19-102	0	carna
X16752.1_1-74	X03154.1_801-875	0	carna
AE006489.1_4483-4560	AE014879.1_5303-5375	0	carna
AF411966.1_856-939	AY463220.1_303-386	0	carna
AJ239083.1_1290-1341	AY492788.1_854-904	4	carna
X67706.1_394-645	AB081369.1_266-518	0	carna
AP001513.1_19957-19775	AP004598.1_253855-254037	14	carna
M68929.1_186579-186500	AC002512.1_77401-77473	19	carna
AF165050.1_9249-9299	D50480.1_9249-9299	0	carna
AF165062.1_1-379	AY145911.1_1-213	160	carna
AF230973.1_7287-7416	K02709.1_1396-1514	1	carna
AB074065.1_104-187	AY043174.1_65-148	0	carna
M11545.1_4-118	M34768.1_3-117	4	carna
AF004394.1_579-677	AF196722.1_580-678	0	carna
D11413.1_118-216	AE007525.1_2612-2714	4	carna
AY188144.1_2-196	AF041264.1_1-191	21	carna
M22010.1_3113-3185	AF234285.1_261-333	0	carna
AE016745.1_27312-27213	AE017266.1_253265-253367	4	carna
AE016837.1_226247-226125	AE016761.1_247677-247799	0	carna
AF024350.1_90-141	AJ405961.1_1-52	0	carna
AJ241840.1_56-3	D00685.1_1-46	9	carna
AB049090.1_1-360	AY145967.1_2-232	60	carna
AK109157.1_8-245	AP003005.2_245680-245479	149	carna
AL646057.1_132458-132357	AE017241.1_138845-138735	35	carna
X56458.1_91-238	AF047722.1_3099-3243	48	carna
AF096779.1_455-511	U80538.1_288-344	0	carna
AJ437045.1_65-148	L11786.1_65-148	24	carna
CR543861.1_1990073-1989965	AE004221.1_2349-2255	14	carna
AY165221.1_243-294	AY519085.1_46-97	0	carna
AF134583.1_1816-1744	X61063.1_119-188	1	carna
M35310.1_1-117	AJ132198.1_1-116	5	carna
AF193277.1_230-313	AF386055.1_65-148	0	carna
AF041286.1_1-191	L34383.1_1-279	142	carna
AE016948.1_46912-47109	AP003362.3_336155-335957	123	carna
X04465.1_68119-68052	V00712.1_1227-1289	6	carna
AE008071.1_8587-8502	AL591978.1_212840-212931	2	carna
X99948.1_65-148	AB074078.1_95-178	25	carna
BX842584.1_155440-155547	AE007449.1_12778-12662	92	carna
AY535725.1_171-222	AY535692.1_171-222	0	carna
AY037283.1_59-142	AY098609.1_65-148	32	carna
X02731.1_3-119	X54477.1_2-120	50	carna
AF067157.1_232-315	AF084714.1_65-148	9	carna
X16886.1_1215-1285	U67517.1_7511-7582	12	carna
AF166008.1_340-453	M32661.1_1132-1245	65	carna
X72950.1_815-840	X01752.1_1357-1382	0	carna
AF036756.1_118-162	Z69689.1_341-389	26	carna
AJ550906.1_56-3	AJ550901.1_282-334	0	carna
AF064699.1_2107-2158	AY304885.1_1280-1331	0	carna
X05053.1_3-118	X01950.1_1-117	2	carna
AE005414.1_2681-2611	L36887.1_535-616	39	carna
AY145963.1_3-202	AF506671.1_1-230	12	carna
AY535690.1_171-222	AJ535040.1_23-74	0	carna
AY358059.1_1284-1335	AF024252.1_120-171	0	carna
AF487242.1_558-475	X00229.1_1945-2016	33	carna
AJ550911.1_282-335	AJ005312.1_282-335	0	carna
AE005245.1_4818-4747	M22657.1_587-656	0	carna
X57046.1_121-203	J01390.1_12259-12330	22	carna
AF024243.1_90-141	AY304912.1_1283-1334	0	carna
AY037274.1_8780-8836	AF042101.1_9560-9616	0	carna
Z84229.1_1-250	M74249.1_2-256	170	carna
AE005546.1_4076-3993	X70810.2_30807-30878	20	carna
K00281.1_1-72	X55514.2_3882-3954	27	carna
J04815.1_1-73	M25659.1_553-621	5	carna
AF084771.1_65-148	L11793.1_65-148	0	carna
L38333.1_3-288	AJ582126.1_1-277	163	carna
X02731.1_3-119	M11544.1_4-118	2	carna
X02258.1_3-117	X02252.1_3-118	1	carna
X00068.1_1-119	K02354.1_1-118	6	carna
AB078714.1_65-148	Z97080.1_19-102	1	carna
J01390.1_13362-13432	M20951.1_1-71	0	carna
AE006696.1_291-218	AF037042.2_2935-2864	0	carna
X00081.1_2-117	M35574.1_1-119	27	carna
AF146728.1_1429-1480	AB078700.1_1281-1332	0	carna
AF023977.1_120-171	AY371169.1_1296-1347	0	carna
AJ131586.1_3-115	AF001265.1_6033-6149	1	carna
AE015938.1_273488-273596	AE013112.1_9358-9256	3	carna
X04465.1_120306-120235	AC084609.1_20256-20184	0	carna
AL591974.1_109385-109266	AP001518.1_137068-136956	37	carna
AY134987.1_65-148	AY451089.1_148-231	1	carna
X02239.1_3-118	Z50059.1_3-119	1	carna
M10364.1_2-118	M34911.1_4-118	16	carna
K02349.1_1-119	X06837.1_1-119	0	carna
AJ270287.1_567-495	AE004237.1_2976-2903	0	carna
X03154.1_401-474	AB013372.1_8-81	4	carna
M16172.1_3-119	Z50066.1_3-119	0	carna
AJ536620.1_1-40	AJ005318.1_56-3	15	carna
U05030.1_1-360	D88466.1_1-388	10	carna
X05915.1_238-170	M68929.1_32684-32756	28	carna
AE017311.1_207809-207719	BX842577.1_344457-344587	6	carna
AF254709.1_392-448	M84627.1_759-815	0	carna
AF063164.1_455-511	AF196726.1_454-510	0	carna
M11536.1_2-116	AJ131587.1_3-115	3	carna
X16765.1_1-73	K00434.1_154-84	0	carna
X55514.2_4257-4189	D16387.1_11403-11471	0	carna
M16450.1_142-214	AP000989.1_73279-73354	0	carna
AJ235316.1_1023-1090	AB035923.1_6106-6178	21	carna
D10526.1_1-121	M35568.1_2-115	17	carna
AE013320.1_6338-6044	X15364.1_835-1130	10	carna
L28879.1_478-576	AF254708.1_507-605	0	carna
X15619.1_121-168	AF036754.1_91-138	0	carna
L12402.1_3-117	M10817.1_1-119	42	carna
AF443089.1_69-186	AF164485.1_717-830	0	carna
AF207761.1_9306-9342	D49777.1_1041-1076	0	carna
X91421.1_2-204	U14768.1_1-239	54	carna
L26849.1_150-253	M31687.1_705-811	6	carna
AF190127.1_72-196	AF110974.1_184-301	34	carna
M10850.1_361-479	X01501.1_2-116	8	carna
AF071855.1_254-326	L36889.1_130-201	5	carna
BX005479.5_109708-109654	BX649566.3_34014-33960	0	carna
U73099.1_470-568	AF256207.1_579-677	0	carna
D49775.1_983-1033	AF009606.1_9264-9314	0	carna
AF457068.1_8754-8809	AF462788.1_744-799	0	carna
AF408632.1_146-244	U89856.1_448-546	0	carna
Z79550.1_65-148	AY134975.1_65-148	18	carna
X15927.1_1-160	X55773.1_387-534	19	carna
AY146052.1_3-208	L29612.1_1-231	66	carna
AY344019.1_2-323	AJ006313.1_1-205	108	carna
AE008747.1_6317-6401	X70810.2_31388-31317	7	carna
AF165053.1_9306-9342	D37857.1_1040-1076	0	carna
AY190438.1_1-181	AY190500.1_1-181	99	carna
AJ223323.1_613-684	M10217.1_17388-17457	0	carna
X80245.1_11535-11604	X55514.2_3696-3624	1	carna
AE017005.1_149900-149799	AE013002.1_8534-8441	39	carna
X54113.1_230-415	M58447.1_507-698	9	carna
AJ006318.1_1-251	X78857.1_2-193	88	carna
X15936.1_256-455	L25918.1_1-181	20	carna
AL132709.5_153488-153414	AL132709.5_149496-149422	4	carna
AP001509.1_273579-273768	AP001512.1_161758-161939	62	carna
X13246.1_151-233	AP000989.1_73279-73354	15	carna
U38287.1_1-202	AY070186.1_1-277	241	carna
AF241359.1_395-646	AB081347.1_266-517	4	carna
BX537638.1_3883-3996	M74449.1_1173-1286	17	carna
Z50076.1_4-120	M10850.1_361-479	7	carna
U47458.1_87-21	X14848.1_2654-2728	24	carna
X00916.1_1018-1091	X66440.1_1-74	2	carna
K02232.1_1-72	U22383.1_8197-8124	0	carna
AF308934.1_1774-1887	AF454388.1_1126-1239	26	carna
AY451105.1_148-231	AF418340.1_65-148	4	carna
AB042240.3_88332-88259	AJ316582.1_98150-98072	0	carna
AE017274.1_20257-20449	AE007576.1_1562-1747	39	carna
AJ313412.1_46-97	AF457060.1_1278-1329	0	carna
X16851.1_1-119	M34758.1_2-116	16	carna
X52154.1_891-974	AB042487.1_65-148	4	carna
M86494.1_1026-1092	M22656.1_459-528	0	carna
D38115.1_11583-11651	M58320.1_108-194	24	carna
M27961.1_79-196	M28984.1_1-119	0	carna
AE016822.1_1714418-1714292	AE016822.1_1714518-1714420	60	carna
AE004094.1_6414-6545	AE016809.1_257790-257673	4	carna
AY535676.1_171-222	AF495844.1_33-84	0	carna
Z97093.1_19-102	AF110962.1_344-427	0	carna
X02637.1_3-120	X13663.1_1-117	2	carna
X55254.1_3-119	X01588.1_5-119	14	carna
AL596170.1_192-86	AJ002571.1_38016-37861	26	carna
AF499638.1_1-91	AJ132961.1_1-91	0	carna
AF170503.1_280-333	AJ295015.1_58-1	4	carna
AY358046.1_1293-1344	AY492784.1_849-900	1	carna
BX664748.7_7629-7575	AL928834.15_61498-61552	2	carna
K03161.1_1-118	X62865.1_3-123	21	carna
AL833145.1_1479-1545	U25264.1_366-432	37	carna
X03240.1_1267-1333	D12695.1_203-134	0	carna
AE013167.1_14408-14306	AL766847.1_94269-94358	16	carna
X06995.1_1-119	X52050.1_1-119	0	carna
M68929.1_120754-120816	U77945.1_1848-1919	4	carna
AC121784.2_77918-77991	AC121784.2_76334-76408	4	carna
AY145945.1_1-206	U14770.1_1-239	112	carna
M25321.1_113-184	X15768.1_134-207	6	carna
Z99123.2_187154-187260	AP004600.1_266413-266303	5	carna
AF339739.1_56-3	AJ247113.1_134-53	24	carna
Z50075.1_3-119	X13007.1_1-116	1	carna
X00865.1_1-119	M36152.1_2-117	9	carna
AF165050.1_1-379	D10988.1_1-391	192	carna
AF217311.1_1-256	L27899.1_1-232	79	carna
D89936.1_1231-1150	U32694.1_2454-2526	6	carna
X03698.1_100-176	X04465.1_47942-47868	4	carna
AY186748.1_7251-7372	AF311938.1_7320-7445	9	carna
AB081205.1_65-148	AF042101.1_856-939	0	carna
AF200837.1_5597-5661	X57045.1_606-678	60	carna
M32222.1_1277-1363	AB042809.1_7700-7764	2	carna
X00073.1_1-117	X01617.1_1-119	0	carna
M26978.1_1192-1264	X80245.1_11535-11604	4	carna
X02205.1_746-816	AP002983.1_121-48	0	carna
X89531.1_277-528	U22521.1_394-645	4	carna
AF484495.1_59-142	AB115514.1_65-148	0	carna
U23743.1_3-295	M62321.1_1-391	188	carna
Z99111.2_15242-15342	Z99120.2_150201-150095	0	carna
AJ419791.1_210-328	M34775.1_1-115	7	carna
X15126.1_3-120	Z50065.1_3-120	59	carna
AE004094.1_6414-6545	BX927153.1_297716-297548	96	carna
AE007806.1_8808-8702	AE014671.1_10278-10182	9	carna
X14110.1_261-348	X59562.1_71-144	11	carna
AY162225.1_694-811	AF538306.1_693-809	21	carna
AJ550907.1_56-3	AJ005312.1_282-335	0	carna
U22383.1_8197-8124	AJ400907.1_3795-3861	8	carna
U29403.1_65-148	AF442565.1_221-304	29	carna
K02362.1_1-121	M16171.1_3-119	17	carna
X16851.1_1-119	X02252.1_3-118	13	carna
V00654.1_4197-4265	J01390.1_6861-6932	37	carna
AF024059.1_117-168	AY455780.1_1658-1709	0	carna
AF539404.1_1563-1614	AY561240.1_1299-1350	0	carna
AE016837.1_226247-226125	AE016746.1_110388-110533	29	carna
AY165239.1_232-283	AY304899.1_1280-1331	9	carna
AE014570.1_13585-13353	AE016867.1_236456-236654	19	carna
AE005611.1_1749-1821	L00194.1_685-756	4	carna
AY162224.1_589-687	AF538306.1_578-676	0	carna
Y18934.1_3868-3797	L36887.1_1748-1820	0	carna
U03302.1_813-869	AF443111.1_8880-8936	0	carna
AE007783.1_7014-6904	AL591980.1_66651-66543	26	carna
X02585.1_923-1086	X55773.1_387-534	30	carna
X01534.1_1-119	M35395.1_1-119	0	carna
AB047639.1_1-390	L38345.1_1-288	90	carna
M76571.1_4-117	X02044.1_4-118	79	carna
AE017178.1_187260-187147	AP003002.2_342381-342267	34	carna
D00820.1_4386-4446	V01148.1_4439-4499	0	carna
AP004597.1_128487-128378	AE017002.1_74863-74734	8	carna
AF457086.1_8767-8822	AF484478.1_8762-8817	0	carna
AF008220.1_7169-7240	X16886.1_1355-1286	0	carna
U67769.1_340-396	AF377958.1_8762-8818	0	carna
X53649.1_604-676	X70810.2_100844-100773	0	carna
AF026213.1_13358-13277	AC099014.1_146549-146620	13	carna
AL928834.15_4130-4184	BX664748.7_61234-61180	3	carna
U36379.1_1-106	AE013132.1_12640-12541	12	carna
AL162755.2_146999-146906	AL023596.1_21933-22018	23	carna
X02022.1_3-118	X02248.1_3-118	0	carna
AL596168.1_251336-251226	AL139075.2_104313-104417	23	carna
AF197338.1_2038-2089	AF069671.1_1308-1359	0	carna
X14419.1_178-338	X06810.1_261-421	3	carna
D31725.1_1-255	AB047642.1_1-390	0	carna
Z97075.1_19-102	U56339.1_89-172	0	carna
AY304841.1_1280-1331	AY455780.1_1658-1709	0	carna
